task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
359	34/c3f9e8	1763819	get_core_var (NA19095.wgs)	COMPLETED	0	2025-12-25 10:30:51.857	4.9s	0ms	39.3%	1.7 MB	7.4 MB	157.9 KB	69.6 KB
298	e4/37092f	1762760	call_sv_del (61)	COMPLETED	0	2025-12-25 10:30:51.541	5.2s	2s	99.2%	32.8 MB	44.9 MB	4.9 MB	14.4 KB
361	2d/8313c6	1767356	save_vcfs (NA10847.wgs)	COMPLETED	0	2025-12-25 10:30:53.774	4s	0ms	48.2%	0	0	48.4 KB	10.7 KB
5	4d/cc4fa5	1766599	call_snvs1 (1)	COMPLETED	0	2025-12-25 10:30:52.759	5.1s	1s	594.4%	1.9 MB	10.8 MB	3.4 MB	287.7 KB
364	48/9e3ca0	1770527	analyse_3 (NA19095.wgs)	COMPLETED	0	2025-12-25 10:30:56.791	3.6s	0ms	55.7%	1.5 MB	7.4 MB	71.4 KB	2.4 KB
365	88/04dea1	1770557	analyse_1 (NA19207.wgs)	COMPLETED	0	2025-12-25 10:30:56.795	3.6s	0ms	43.3%	1.5 MB	7.4 MB	48.2 KB	1.4 KB
362	04/d886a0	1767363	get_core_var (NA10847.wgs)	COMPLETED	0	2025-12-25 10:30:53.783	6.7s	0ms	40.8%	1.5 MB	7.4 MB	153.7 KB	66.8 KB
363	d3/2b6a98	1770388	analyse_1 (NA19003.wgs)	COMPLETED	0	2025-12-25 10:30:56.763	3.7s	0ms	41.2%	1.5 MB	7.4 MB	48.2 KB	1.4 KB
112	c9/7ea54a	1770325	call_snvs2 (24)	COMPLETED	0	2025-12-25 10:30:56.729	5.9s	1s	552.7%	1 MB	7.9 MB	3.4 MB	316.9 KB
200	ac/b6b00e	1770328	call_snvs1 (39)	COMPLETED	0	2025-12-25 10:30:56.735	5.9s	1s	497.0%	1 MB	7.9 MB	3.8 MB	299.1 KB
49	b8/e7c46d	1770330	call_sv_del (11)	COMPLETED	0	2025-12-25 10:30:56.740	5.9s	2s	99.4%	32.5 MB	44.5 MB	5.1 MB	14.4 KB
103	54/c56443	1770336	get_depth (19)	COMPLETED	0	2025-12-25 10:30:56.745	5.9s	1s	97.5%	1.5 MB	7.1 MB	8.4 MB	1.6 KB
323	51/8fa2d2	1770355	call_sv_dup (57)	COMPLETED	0	2025-12-25 10:30:56.750	5.9s	2s	99.4%	32.8 MB	44.5 MB	4.7 MB	15.6 KB
